embedding_x,embedding_y
-6.7379093,10.293362
6.3244705,3.188083
5.6846585,18.4778
4.4358892,16.662876
3.124367,15.368464
7.6497345,17.757843
21.17013,9.783615
5.5729365,18.628862
3.075325,15.404642
4.05358,15.15685
5.088466,13.401674
4.411473,13.727989
3.0124025,14.158073
-7.186125,10.147869
14.485302,4.1104984
0.20309944,0.6097971
-6.8200526,10.041871
5.0193896,16.805939
-7.1845226,10.125436
-7.187676,10.1006975
-7.150064,10.127843
11.3932495,12.895807
4.7347393,15.762021
4.0462036,16.891325
7.2263904,17.78539
0.546083,3.8573778
3.014417,15.289518
-7.30222,10.079675
-7.2523985,10.108458
5.5384803,19.52977
7.9060326,17.182928
12.622385,12.039983
7.214527,17.618095
4.0386076,3.9083416
12.727326,12.835169
4.2098136,14.448077
4.4865174,17.177406
3.9493918,13.368409
-7.1634083,10.124046
6.916703,21.681292
7.5716844,17.856838
12.444283,12.225304
7.386727,18.110712
20.931206,9.467941
4.214205,16.918982
21.399336,8.651578
5.6588287,3.3864992
11.625468,12.849302
7.868538,17.084665
8.166058,2.8774517
4.1394153,3.840329
6.936123,17.08376
2.0267863,4.2554774
-7.2550774,10.096061
7.856794,17.349916
4.5918202,3.7025292
5.861706,3.3015869
-6.779452,7.6710835
-7.0521655,10.166351
-0.037391424,3.4531777
0.20210975,3.6773837
-7.277383,10.086158
7.0542593,12.492767
6.7967877,18.302156
5.117613,21.611141
3.88081,16.796373
-7.201892,10.123747
7.419978,13.424765
12.716729,12.143584
14.225381,4.392987
4.8709455,16.623198
3.9455297,3.8989117
2.5182655,17.210512
6.7415953,13.296379
-7.2189703,7.557543
-7.233819,10.1104965
7.9415083,13.153588
7.3137574,18.984886
-6.923889,10.08717
3.051298,4.1346908
12.61148,12.55901
6.600643,17.864246
7.1230474,19.786482
2.5826507,14.898851
-6.7985344,10.021522
-6.8423185,10.071379
-6.892405,10.063881
-6.7088184,9.9285965
-7.2649746,10.093782
6.8758674,19.624155
-4.7854376,7.6578026
-7.2651544,10.092294
-7.248805,10.108171
-7.1512847,10.137657
-7.191253,10.130922
7.68003,17.305975
6.9931364,20.973446
5.989534,18.737019
6.785361,20.101131
7.4746733,19.50778
13.088323,1.8330895
20.887125,8.886461
4.395926,13.691277
7.8531218,17.350702
7.9417286,17.20855
6.694757,13.405544
-7.14982,10.117261
6.073662,3.2947319
7.1787624,17.598516
5.5527506,18.298433
6.600216,17.670483
21.28224,9.797185
-6.135445,9.061374
4.6793413,14.078158
5.5751543,19.936066
21.394981,8.504619
3.7487633,15.054019
6.768027,17.512821
0.5021223,0.29517367
-7.151648,10.116638
7.9300904,17.210114
21.24221,8.564204
3.7871757,15.278493
-7.0915027,10.105252
0.09016899,0.7329342
-7.1400633,10.124517
4.152264,16.728197
20.964485,8.787221
7.4152136,17.276058
11.725589,12.671167
7.1198173,17.98312
3.9933975,15.971347
6.8606715,13.985896
7.664692,16.995974
7.348022,16.825207
6.581128,20.168058
5.248539,18.588762
7.0267696,18.352507
12.73148,12.736939
6.944312,17.86149
6.787112,18.000683
6.815029,17.135569
6.9970055,14.101871
7.5619874,17.883274
4.942091,19.993773
7.18532,16.859165
5.6692276,17.376572
7.2144904,18.63528
-6.2591596,9.786592
5.9579396,16.612139
0.2637448,0.5449072
-5.9732084,8.808187
6.9224586,13.919111
7.6815743,20.016954
7.328087,16.80039
2.9938076,17.129301
0.3066645,0.5012688
6.9402094,12.844899
6.6011076,3.1716201
4.4843903,19.615623
-5.7518196,8.818162
4.5323577,19.533663
6.150286,15.97147
5.589139,17.405764
4.9033723,15.0263815
3.2937174,4.0543203
5.955211,18.213776
-6.089182,9.27719
-5.9605,9.481138
0.13384172,0.68624866
7.34574,19.528757
6.8296423,18.412352
7.2756724,16.828829
0.26222703,3.7043498
12.8216095,12.946294
2.3358276,16.08739
-0.59165925,1.7313322
6.888615,17.528925
6.6334147,21.229603
5.1990666,16.838808
3.7429664,15.454024
-0.7008928,2.0835893
6.6282105,17.783968
5.324386,16.931633
7.1212964,16.840443
11.746165,12.5202465
5.695557,3.3835113
3.0212958,17.326437
7.167532,20.738142
7.0905886,18.510431
7.8106503,17.32959
7.5858927,20.243729
5.0338616,17.248053
7.274543,3.0263608
0.087704055,0.7356631
-5.9077325,9.610487
6.6114597,14.153232
5.558488,13.222341
1.9522443,17.398
5.385203,17.020412
4.535989,19.630346
7.5914555,17.86888
-5.8947296,9.606978
8.151663,13.048499
16.950005,19.837019
7.591404,17.832115
6.823745,17.814243
-5.920708,9.601231
-4.788436,7.647484
7.193425,20.840425
-4.7916026,7.651155
6.8681707,21.75363
4.373939,13.754467
3.5736797,15.252315
21.442444,10.410523
6.3543553,12.406576
2.6820545,15.192438
-5.8932524,9.595975
5.076331,14.015358
-5.8955264,9.597627
-5.8950644,9.551665
7.4482484,21.463211
-7.2475033,7.5716143
2.3877733,16.124678
7.4026947,16.847698
3.6677995,16.134518
-0.3766462,1.3596916
7.005817,13.436319
7.352851,19.18904
12.783527,12.038369
3.243063,4.076619
8.183732,2.8820543
5.9625382,16.918312
4.4727783,17.241636
21.150024,8.658667
11.167501,13.323101
6.805137,22.187937
4.568333,14.967033
6.9647303,20.722502
-5.887252,9.604245
4.995146,15.798761
7.065107,17.669912
6.779852,17.866611
-5.9620275,9.456143
5.2408276,13.173898
5.167959,21.293545
5.9736204,3.3366396
6.4099035,3.212403
5.264417,18.614054
4.5269065,14.454682
4.9645247,17.053322
1.8646277,4.213465
6.955786,17.314674
5.7132363,16.76863
13.0319805,1.8760703
6.926452,19.12844
5.0159965,19.860353
-5.8104706,9.56836
5.672259,17.66166
6.159774,15.849232
0.22153452,0.59170973
6.9541173,21.353048
4.6020346,20.065145
5.146258,14.78479
7.2440066,18.503172
21.462893,9.813162
-5.790441,9.576365
7.091155,3.0557938
12.712789,11.998664
7.8151,13.371006
5.2328315,21.017643
2.9939263,16.94637
6.8797746,19.088245
4.495405,19.596828
4.7053256,19.959806
5.2365966,21.183672
13.841488,2.0556781
5.3203216,18.998587
6.5904126,21.313646
-4.8107285,7.6302915
13.069152,1.782189
-7.1818976,7.5605435
-5.794496,9.580904
1.0647829,-7.263739
6.3305283,17.621561
0.13976604,0.675397
7.920682,17.11168
7.449523,19.744741
7.976832,13.179252
4.125619,3.8175673
0.49688256,0.30097994
6.7825117,17.092834
7.387927,20.099773
7.299264,17.448935
20.84408,9.006175
3.4616745,14.109337
6.8900814,12.457354
7.83877,17.37701
5.0646996,17.283724
7.6079607,19.977304
0.002010273,0.8348065
7.146308,17.620016
-0.7017913,2.0574164
-5.8310895,9.502439
7.5467763,20.375015
7.3795195,20.114275
2.8661983,16.8688
6.906201,21.483538
6.0344315,16.830729
6.3234563,13.021963
12.208678,1.872848
3.1487095,16.831236
5.206972,19.599154
7.4185634,17.392305
7.468055,20.419437
6.9012814,17.091488
12.643042,12.09418
-5.728566,9.546234
4.411723,15.869717
-5.6967015,9.571089
6.38849,22.07442
4.4505115,17.198195
-5.729996,9.563849
7.5593143,19.760477
6.7892694,21.115477
3.706849,15.471756
5.487435,18.796759
-5.7131643,9.566596
5.215509,19.564112
0.4987623,3.8306177
12.289193,12.206434
-5.7172766,9.579198
-4.785962,7.6539454
-6.12438,9.075706
-6.07204,9.092777
-6.121538,9.083328
-6.1114597,9.089837
-6.1099377,9.100972
21.04542,9.6596155
7.2177463,18.59359
-5.7148747,9.556556
-5.7285805,9.530424
-5.7564063,9.520217
2.570005,14.935201
7.9366565,17.084581
2.623714,16.649824
-4.7743964,7.66553
6.9076166,19.12016
-5.7246513,9.572506
4.470574,12.861803
7.424888,17.957844
7.42089,19.60599
5.931968,17.065344
5.1198554,17.359062
7.0399017,20.428095
-5.7206683,9.569933
0.4921545,0.30586982
7.319024,16.818563
7.3406515,18.055647
-5.6973376,9.576351
7.387675,19.245415
4.602293,12.828461
5.51256,18.685585
2.0963557,17.220905
0.49662372,0.30110547
6.877121,19.05511
4.6846204,13.807923
12.8363285,12.963081
-5.7283545,9.554777
7.5844064,19.76203
7.4547834,20.331776
7.2587395,17.97267
12.789505,12.975019
7.583385,17.986301
12.838143,12.941762
5.5062156,17.261087
21.479124,10.133365
6.871453,20.562365
-5.718109,9.570782
6.9666767,17.853678
6.5971804,16.788765
-5.840554,9.35942
6.5583367,16.628668
7.236931,17.62935
3.9047642,14.969807
6.909532,19.512573
14.307882,2.6386979
2.4968393,16.643171
5.825231,3.363561
7.629069,17.891624
4.2408495,17.086731
21.776573,9.779976
12.722598,12.172291
-0.70350784,2.0392766
6.8372016,13.499248
2.9405084,15.174676
7.594358,18.02491
5.23675,3.519209
3.3093922,14.165099
7.405609,21.1321
11.194131,12.453168
5.4964375,19.596064
3.321208,14.241126
6.686779,21.422884
-5.721965,8.866439
-5.7240224,8.874083
7.222451,18.56271
7.582788,19.721155
19.15959,-2.549989
5.6153955,14.040033
-4.7666864,7.667874
7.2907243,16.79667
5.7919507,3.401342
5.116551,20.623732
-0.70594424,2.0270271
20.967196,9.589891
-5.7439437,8.852358
4.782365,21.482174
6.1036263,18.718262
7.452717,21.329882
4.765313,19.87992
-5.722629,8.8589115
1.3324928,4.0789785
14.818286,2.8482358
12.999156,1.7668707
6.9545746,3.092119
6.356706,12.992275
-5.7252984,8.859698
6.1234736,14.883506
3.3507302,13.897214
14.56211,3.2841175
-5.7541614,8.861906
4.950437,16.854176
1.9431005,17.183432
5.8546352,18.274921
5.539788,18.806683
4.842069,20.034845
4.646237,15.605592
5.38785,19.723824
5.485043,20.389523
0.5310961,3.8480651
-5.7316,8.854384
7.8376365,2.9517314
3.757408,14.620213
7.6659474,19.905409
7.02889,17.524897
4.76985,15.793466
5.494865,13.922302
7.2492337,17.724224
-0.68743074,1.9850615
7.2182016,18.472193
-0.3771681,1.3640381
5.8794684,19.010704
-5.726441,8.8474
-5.772868,8.866163
2.6984258,17.190271
7.7560244,17.582794
4.135802,20.743877
-5.7942333,8.856654
5.2142453,20.068666
1.9638355,17.247395
-5.7393785,8.876488
6.2047515,22.06955
1.3359429,4.0795665
5.2798376,20.923615
14.446811,2.5279534
-0.7025492,2.057467
-6.1417923,8.77523
4.749225,12.745597
3.1944766,4.102912
-6.1697845,8.549365
-6.1864347,8.546532
21.418293,8.454714
7.327219,17.451088
7.2383246,18.647785
2.1044307,16.930569
-6.17847,8.541913
4.5093966,13.561531
5.835099,18.335949
6.7637753,13.176943
7.503315,13.303252
-6.147623,8.592744
-6.137104,8.758445
2.9240844,14.160307
-4.786986,7.6534467
6.3705654,12.413623
7.014816,20.628967
5.1126294,16.922974
2.612574,17.1864
0.14434646,3.621415
13.0404625,1.7548684
2.9579623,15.440109
0.4489348,0.35095403
14.621706,2.5840821
5.114658,20.174461
-7.0927253,7.5929527
6.883651,19.611004
-6.1807766,8.547813
8.757579,2.7467031
7.361984,21.904465
-3.1853032,8.407955
4.92273,21.00446
6.4575834,13.28471
21.47017,9.895716
6.9686007,21.310486
-6.1314983,8.633768
3.8020937,15.488844
6.7059984,13.294893
4.1136346,16.91578
12.588183,12.8997135
4.2487574,3.7973297
6.842625,12.593211
-6.168632,8.559094
12.722372,12.1582
13.801259,2.0357666
-6.142779,9.034875
-6.1369767,9.043053
-0.3444787,3.1320531
-6.1381288,9.072633
-6.127216,8.6435
4.7505426,14.210958
6.273027,17.73227
5.96443,18.003016
6.8243465,18.320795
6.824025,17.364191
7.028634,17.389185
6.7493987,18.19484
5.1578774,16.014458
-4.761148,7.6705556
6.592246,13.278341
6.256121,12.412214
6.899519,19.888945
5.7617607,18.43653
-6.1291647,8.63899
13.016397,1.7240816
-6.1628537,8.548325
4.8327837,14.989872
6.1879463,16.529884
5.239502,18.645744
-6.1226034,8.643662
0.21148856,0.6010575
-6.1099124,8.67837
4.01519,15.824945
4.0490413,3.7995477
-0.64427525,1.8749207
4.5803447,13.850199
4.656145,20.747423
20.886915,9.3612795
7.393608,13.569725
8.084317,2.9033573
6.632823,20.53659
5.7984734,14.671971
7.7104025,20.03092
11.358817,13.124015
0.217225,0.5941818
-6.131921,8.586868
-6.218019,8.565938
5.399939,19.014313
21.402452,10.461352
6.113737,14.810693
6.0807843,16.212797
-4.782783,7.6566634
-6.0982313,9.022272
-6.164096,8.572072
7.213587,18.573334
5.9703817,18.919832
-6.168914,8.554132
3.1465633,16.682558
5.235503,13.473654
4.804951,21.539152
-6.345793,8.380902
-6.4176693,8.230772
6.8572354,17.07271
7.296486,16.791796
6.087606,3.306961
-7.242885,7.551755
4.4650946,19.699793
6.6070905,16.860561
4.4430923,19.804499
6.90785,13.961731
6.348063,13.197339
6.962516,3.0887432
7.936463,13.273521
-0.61205846,2.7526307
8.555371,2.8322005
6.837139,17.83577
6.0661087,16.169601
4.850443,20.0992
6.8936105,17.081205
6.4007444,14.79492
-6.6227775,7.897292
-6.5434647,8.017701
14.592994,4.3678637
-6.6205244,7.889063
-6.5878525,7.9343247
6.042183,16.812857
5.1806912,20.354969
6.5376797,22.079079
6.223914,21.224812
6.840908,16.8691
5.9474745,3.2679212
-6.6339545,7.869124
5.5245647,18.716003
-4.698545,7.703617
6.0584555,16.745543
7.678847,20.123196
-6.6202726,7.8829064
8.787317,2.7189567
4.8273773,20.023243
5.9819407,14.70283
-4.7015524,7.702388
5.5196404,18.796228
7.076126,13.742624
7.075422,20.509007
5.541129,19.397038
12.166689,1.8743207
-0.4687136,2.989339
3.8696434,15.041638
6.7912736,16.89876
-6.6869936,7.8059163
6.4630895,17.35581
5.8118625,16.553339
14.302218,2.6433103
4.6723475,15.027692
-6.7815313,7.821018
11.310725,13.199463
6.753964,17.399559
3.9838562,3.8663657
-6.6730933,7.824208
4.9970474,17.169336
5.6751404,20.035534
-6.648652,7.8234496
0.34854826,0.45544383
1.8821151,4.210091
2.8707116,16.88635
5.043726,3.5923152
7.355662,17.435934
-6.670088,7.836547
4.615567,20.824795
-0.52996165,2.890363
-6.689127,7.818955
5.0840106,16.48597
6.6633525,13.343206
7.297306,3.0315933
-6.6835923,7.8133225
1.2476283,-5.751054
14.164566,-11.019217
-6.689284,7.8226013
6.8721046,19.940939
4.0741496,15.377282
16.927185,9.872187
3.9846394,16.97263
5.627692,14.131933
-6.6892476,7.8480086
14.7457485,3.584309
18.924314,-4.871262
-6.676152,7.8252134
5.8395414,17.650074
3.6899703,14.0725
7.4277754,19.74301
13.827217,2.0364282
-6.719188,7.8042707
5.139033,15.994891
6.99936,21.299395
5.101439,15.934651
6.987082,20.665636
-6.699235,7.8139215
7.60882,19.967648
11.260878,13.225057
7.6346908,16.998371
4.870173,13.127064
6.8402705,17.499208
5.7057023,20.233866
3.147713,15.400916
7.8116827,17.404495
20.851906,9.081847
4.209401,3.8104095
13.062735,1.8089987
4.6180224,20.437017
2.1713269,16.90935
-6.7892737,7.6510754
0.49845445,0.29902354
6.1306014,14.770316
6.1319976,16.188953
-6.0782833,9.002123
6.550498,21.16115
-6.8589244,7.7598834
-6.820399,7.7825527
-6.828189,7.78477
-6.8525333,7.742778
-6.7884307,7.6465783
3.3331845,14.195705
7.3883934,19.747637
5.540425,18.751774
6.364197,20.517714
6.2659965,12.42811
4.167059,20.849728
14.662405,3.2344167
7.3580313,21.81543
2.6782048,4.2092376
6.9387856,19.157291
-0.59978807,1.7602488
3.7692149,14.454982
5.262662,13.387842
5.82492,3.2962701
-6.7781806,7.682329
7.0415387,17.871784
4.7967772,15.754525
4.6884346,13.824719
21.776844,9.778472
7.578222,20.025152
4.753154,21.476242
14.739358,3.5173898
-0.51181835,2.9224222
12.695988,12.084227
-6.882507,7.5203733
8.164111,2.8824995
6.7681823,22.14089
2.584211,14.932648
-7.013493,7.6861734
-6.864054,7.53606
6.2175884,12.905998
13.154165,1.8775733
14.448557,3.1814988
12.705518,12.585213
-0.3701462,1.3545372
21.544832,9.803297
5.9719577,12.988094
5.4489155,17.165577
-6.88149,7.536712
5.0351715,3.5949688
7.3795643,19.311333
-6.8786187,7.5324297
6.9103894,17.65649
5.9243164,13.5164385
19.594543,19.242544
4.698063,13.248334
5.434669,18.936617
-6.877773,7.540752
19.664976,5.9638987
-6.874286,7.5363173
13.137991,1.766849
-6.8900228,7.521771
4.2959313,16.82252
-6.883429,7.5358977
20.94024,8.848707
7.486949,21.21419
7.5900526,19.860834
-0.48877606,2.9604545
4.3305297,13.210024
6.0495453,18.57947
-0.501137,1.5757545
11.372201,13.150196
5.065352,17.018373
3.9801962,16.82643
7.5831013,17.926533
11.326127,13.126377
14.644283,2.9316971
3.6321352,15.440866
5.558732,3.4118629
6.8440332,17.823874
4.491255,19.648869
5.2268853,14.410152
13.109592,1.7688477
6.8602896,20.281538
4.883679,20.131317
-7.317778,7.5505886
7.4670987,21.360872
-7.386797,7.525125
4.7535653,3.6531029
5.5896997,20.151167
-7.3659477,7.522634
-7.309888,7.5613146
5.580024,20.064917
4.8155994,17.160358
6.979848,20.69741
7.0143557,20.620724
20.884241,8.894826
12.343642,12.604976
-7.3218384,7.558531
3.5903838,14.031839
-7.363409,7.524154
7.2702336,18.684484
-0.6986789,2.0848625
0.15184008,3.648651
-7.3644876,7.517998
-7.330564,7.575968
21.374035,10.429481
7.4499183,19.552458
7.0606136,20.637629
7.20433,18.658648
4.888448,15.182342
13.448943,1.8885008
-7.352602,7.5448318
7.9313903,17.181967
4.226119,16.91162
4.9758787,15.99924
4.6012354,3.700277
4.224159,20.851511
-0.59929633,2.753967
-7.3410487,7.5522494
4.285646,3.7906184
14.253693,4.352055
0.124747954,0.6931234
21.421143,10.429718
-7.374529,7.5183654
1.9356877,4.2242255
6.096535,17.382399
5.555034,20.86179
7.8909564,17.27911
12.605315,12.5689745
-7.3233733,7.567727
-7.3800254,7.5360093
6.6773424,21.020409
7.308093,16.809067
3.3639603,4.045293
7.3926115,20.011814
6.843045,17.814785
6.778821,22.113094
4.572932,14.1417675
-7.5690207,7.561949
-7.528698,7.563871
3.1115243,15.426289
11.189872,12.602283
-7.5576215,7.565057
5.2146225,3.5326066
-7.5442924,7.5625525
-4.615693,7.7489457
3.7364469,13.479022
-4.623046,7.7328444
-4.636636,7.732691
8.574961,2.8366888
-7.549213,7.563268
5.5768404,18.762766
5.586475,17.273764
-7.556194,7.563519
-4.618343,7.7341704
-4.6304336,7.733841
2.9432878,17.352743
-7.563602,7.56517
-7.534277,7.5628633
12.588039,12.201149
5.1220713,19.385891
13.144029,1.9343401
0.083494134,0.74055755
6.8491755,14.241593
5.573419,19.604824
-3.1991162,8.395184
-3.1920855,8.406816
-3.204595,8.393509
-3.1971595,8.399628
-3.194653,8.403697
-3.1891725,8.410527
11.20242,12.975914
0.25981912,0.5491652
7.904661,17.082247
-4.1755915,7.683239
-3.1984231,8.399839
6.2491646,12.406889
21.370787,10.414699
-3.1906426,8.408146
5.0155487,17.008234
6.5474434,21.92729
6.7689757,22.165552
4.1607313,3.8178988
12.280523,1.8531964
2.6383507,15.182144
-4.165741,7.6821375
6.651368,21.310461
4.175977,16.738365
5.5131726,20.177858
-4.11538,7.661246
-3.3042479,8.276816
-3.9106073,7.5754313
-3.335876,8.243653
-3.3252945,8.25014
-3.3252325,8.235189
-3.3035872,8.276546
-3.3049486,8.272255
5.797225,17.028965
-3.3057854,8.27154
7.4876804,21.210857
7.0011044,13.6795025
-3.9939098,7.6131225
-3.3041315,8.273895
-3.3049934,8.272527
-3.3079617,8.270277
7.318962,22.000315
-4.019258,7.63317
5.869667,19.02002
6.5251637,22.16565
4.4680266,12.881944
-3.9528978,7.600667
-3.4756289,7.2954693
12.439711,12.102235
-3.6228766,7.4222555
-3.4905481,7.307477
-3.9027247,7.5785933
-3.9758487,7.615182
-4.0260673,7.6370177
-4.019106,7.633777
-3.970688,7.6125445
-3.9526234,7.596832
-3.855003,7.556807
-3.8341925,7.5399885
-3.7422438,7.4938264
-3.8810136,7.5669723
-3.7793448,7.5085907
-3.6376486,7.4352274
-3.5664742,7.3726196
-3.541542,7.3432846
-5.9984508,8.939291
-3.494879,7.31226
-3.6348665,7.426205
-3.5763094,7.381438
-3.4911246,7.306627
-3.467032,7.2870545
8.448848,2.8578055
7.3631883,19.650768
5.229305,20.731323
3.638514,14.665627
-3.523123,7.3375154
-3.515341,7.32698
5.4251513,14.253008
1.0091112,-7.2258797
-0.41218922,3.0521307
-3.352472,7.1564846
3.2557847,4.084597
-3.3508945,7.1558433
10.98791,12.432547
-3.3603656,7.1662025
3.8513417,13.342825
-3.367325,7.173059
-3.3588157,7.1654515
-3.937482,7.596154
-0.4229855,3.045138
-4.61722,7.7492924
8.292233,12.980439
-3.2793603,7.084652
-3.3034856,7.1094413
-3.2664154,7.0716887
-3.287863,7.0936303
-3.2980516,7.103767
-3.2906559,7.096273
-3.2945948,7.1002326
3.1374671,15.397909
20.983624,8.83053
-1.8847584,-2.787101
5.611262,18.627281
20.844313,9.112053
-1.5710708,-3.3443515
21.433731,10.007407
7.5560637,19.72122
2.8285708,16.897762
21.204765,8.896818
8.14167,2.8881452
5.5243263,19.702682
7.054439,13.763095
3.1540527,16.3925
5.6780424,3.3727229
7.81553,17.416822
-1.870927,-2.776318
3.6450703,15.543494
-1.8851981,-2.7820866
21.433235,9.995157
-1.5914541,-3.314629
6.9665017,3.0877583
3.9924307,15.714788
6.572541,21.621038
0.32563537,0.48132524
3.3706372,16.69295
-1.8944174,-2.7856832
6.953765,19.432724
-1.8836143,-2.7778528
5.815794,14.231458
-1.8970476,-2.7799013
-1.9019103,-2.8683832
13.011288,1.8649085
5.6400604,18.737928
8.185741,2.880801
-1.8802885,-2.9518936
-1.6694759,-3.2309163
7.0250697,13.873546
4.1842265,3.805092
7.9027743,17.113785
3.6009667,15.092336
6.0347404,18.866234
6.72997,16.41055
-0.69503796,2.012481
6.174807,14.244566
5.5182486,13.137137
18.98614,-4.8590755
6.9380565,17.069435
0.3061344,0.5023747
-1.5602409,-3.354509
21.004305,9.58389
-1.9727832,-2.919954
-1.8998156,-2.8249784
5.0860343,3.573539
21.435682,8.653124
8.084504,13.166805
8.650253,2.806367
4.075882,16.812878
-1.9260557,-2.7827573
4.2595925,20.541336
-1.9278656,-2.7987812
2.1781101,4.2394714
1.9951426,4.246908
12.722494,12.244312
14.491728,2.4818573
2.2214072,4.2364187
5.063146,3.5887868
-1.5462828,-3.3714914
11.520881,12.512572
-1.924991,-2.9337513
-1.9372743,-2.7926762
-0.51537466,2.917646
-1.9835072,-2.7793756
3.3171608,4.0495453
7.560387,19.82248
-1.5513583,-3.365138
6.1796203,14.490171
5.302472,20.355978
12.895352,12.981097
-1.9703443,-2.763687
-1.9669898,-2.7639956
21.457739,10.36745
-1.9522339,-2.7758172
4.643541,14.230081
-0.4193287,3.049292
13.034438,1.8463297
-1.9602464,-2.7712655
-1.9584525,-2.7808437
8.631238,2.8038008
5.2454615,20.091972
3.1371396,15.149456
12.906846,12.8867655
4.6287913,20.8646
6.295499,20.42672
6.918571,13.923851
6.031826,18.206156
-2.1366758,-2.7309403
12.637232,11.983527
3.1281118,16.087461
-2.129036,-2.7013693
14.629599,4.1871853
7.318705,22.010208
6.3153076,13.063051
2.7263827,16.62794
5.6105795,18.625135
7.209969,16.82883
2.250599,16.09816
21.21822,10.347553
-2.3378417,-2.7344377
6.079021,16.17542
6.960703,21.473463
5.0897202,16.041628
-1.5306959,-3.3920693
3.567507,15.398437
12.63117,12.173645
3.5668073,15.572066
-2.3465643,-2.7473
5.4085526,19.62933
7.186235,16.922062
-2.3432233,-2.7396638
4.7207584,19.92193
-2.338916,-2.7543628
0.15092582,3.634665
0.068969056,0.75663996
11.2836895,12.529196
7.820895,13.02568
11.271041,13.142673
4.512705,15.295258
-1.522577,-3.3961759
12.809514,12.909149
-1.5334564,-3.383531
-2.4529722,-2.7517896
-2.4266355,-2.7486026
12.747611,12.039402
1.2535121,4.056375
21.38976,9.838837
12.369361,1.825182
-2.4357436,-2.7643824
2.7896543,4.1920543
-2.433274,-2.752167
-2.432738,-2.7413635
7.0465894,13.180212
8.092912,2.9009557
18.909708,15.539669
2.0236962,4.2441773
6.153694,17.284266
7.6164923,17.87666
-0.54601276,2.8516078
0.23363507,0.576998
20.80035,9.070195
-0.39085972,3.0680153
4.7799897,20.061827
-1.5121317,-3.407325
13.30144,1.8431146
21.681292,9.764216
-2.5114293,-2.788355
-2.5400248,-2.7905474
4.6972384,20.764872
-2.3057034,-3.0119507
-2.589895,-2.8351533
6.1068854,21.990616
-2.57272,-2.826448
4.1017942,16.803156
5.7328434,14.63372
7.3102827,12.626932
-1.5122707,-3.4077666
-2.5053563,-2.8088953
1.4572924,-5.519986
3.1694236,16.491589
5.072552,16.896542
5.5072255,21.013712
7.4991198,12.717063
12.839483,12.978985
14.697385,3.2952607
